id,mode,mode_description,scr30_percent,sample,scr36,scrambled_sec2,session,duration_main,failed_attention,scr30,scr36_percent,rate_answers,rate_correct,rate_wrong,mean_confidence,mean_confidence_right,mean_confidence_wrong,n_confident_wrong,n_confident_right,n_unconfident_wrong,n_unconfident_right,mean_ibr,precision,recall,npv,specificity,f1,age,isMale,isGrad,isUS,us_months,isEnglish,isDataOriented,char_display,icons,mode_paper
168,2,2 - Full Disclosure with intervention,76.66666666666667,5,29,FALSE,5,20.740716666666668,0,23,80.55555555555556,1.4464302503208262,1.1089298585793002,0.33750039174152613,1.8333333333333333,1.9655172413793103,1.2857142857142858,0,7,5,8,0.2469135802469136,0.7272727272727273,0.9411764705882353,0.9285714285714285,0.6842105263157895,0.8205128205128205,23,1,1,0,11,0,0,2261,0,Full
78,4,4 - Partial Disclosure,80,1,30,FALSE,5,10.9162,0,24,83.33333333333333,2.7482090837470916,2.198567266997673,0.5496418167494183,2.4722222222222223,2.5,2.3333333333333335,4,21,2,6,0.19675925925925927,0.7391304347826088,1,1,0.6842105263157895,0.85,26,0,1,0,7,0,1,173,1116,Low
55,1,1 - Full Disclosure with no intervention,90,5,33,TRUE,3,10.007383333333333,0,27,91.66666666666667,2.9977866342017476,2.698007970781573,0.2997786634201748,2.8333333333333335,2.878787878787879,2.3333333333333335,1,29,0,0,0.2916666666666667,0.9375,0.8823529411764706,0.8999999999999999,0.9473684210526315,0.9090909090909091,25,0,1,0,1,0,1,2261,0,Baseline
133,1,1 - Full Disclosure with no intervention,80,9,30,TRUE,3,7.620433333333334,0,24,83.33333333333333,3.936783997410471,3.1494271979283766,0.7873567994820941,2.8333333333333335,2.8666666666666667,2.6666666666666665,4,26,0,0,0.27314814814814814,0.7619047619047619,0.9411764705882353,0.9333333333333333,0.7368421052631579,0.8421052631578947,19,1,0,0,22,0,0,2266,0,Baseline
122,4,4 - Partial Disclosure,73.33333333333333,6,28,FALSE,6,8.946716666666667,0,22,77.77777777777777,3.3531854330173263,2.459002650879373,0.8941827821379538,2.2777777777777777,2.4285714285714284,1.75,1,17,3,5,0.24228395061728397,0.7647058823529411,0.7647058823529411,0.7894736842105263,0.7894736842105263,0.7647058823529412,26,0,1,0,33,0,0,165,1127,Low
197,3,3 - Selective Disclosure,80,2,30,TRUE,1,23.085216666666668,0,24,83.33333333333333,1.299532962292607,1.0396263698340857,0.25990659245852143,2.4166666666666665,2.5,2,0,15,0,0,0.2662037037037037,0.7391304347826088,1,1,0.6842105263157895,0.85,28,1,1,0,12,0,1,688,603,Moderate
43,5,5 - Minimum Disclosure,80,10,29,TRUE,2,9.749583333333334,1,24,80.55555555555556,3.0770545749818368,2.4616436599854694,0.6154109149963674,1.3333333333333333,1.3793103448275863,1.1428571428571428,0,2,6,20,0.2438271604938272,0.7272727272727273,0.9411764705882353,0.9285714285714285,0.6842105263157895,0.8205128205128205,24,1,0,0,63,0,0,0,1233,Masked
161,1,1 - Full Disclosure with no intervention,63.333333333333336,2,25,TRUE,3,13.10525,0,19,69.44444444444444,2.2891589248583584,1.4498006524102935,0.8393582724480647,1.8888888888888888,2,1.6363636363636365,1,9,5,9,0.3055555555555556,0.6363636363636364,0.8235294117647058,0.7857142857142857,0.5789473684210527,0.717948717948718,20,1,0,1,246,1,0,2253,0,Baseline
37,3,3 - Selective Disclosure,93.33333333333333,7,34,FALSE,4,16.76475,0,28,94.44444444444444,1.7894689750816446,1.670171043409535,0.11929793167210964,2.9722222222222223,2.9705882352941178,3,2,33,0,0,0.2816358024691358,0.8947368421052632,1,1,0.8947368421052632,0.9444444444444444,24,1,0,0,288,0,0,679,589,Moderate
166,1,1 - Full Disclosure with no intervention,100,6,36,TRUE,3,8.078166666666666,0,30,100,3.713713920237678,3.713713920237678,0,2.9444444444444446,2.9444444444444446,NaN,0,34,0,0,0.2854938271604938,1,1,1,1,1,23,0,1,1,281,1,0,2235,0,Baseline
68,3,3 - Selective Disclosure,90,8,33,TRUE,1,10.42765,0,27,91.66666666666667,2.8769665264944644,2.589269873845018,0.28769665264944644,2.4166666666666665,2.5454545454545454,1,0,20,3,2,0.25540123456790126,0.8888888888888888,0.9411764705882353,0.9444444444444444,0.8947368421052632,0.9142857142857143,24,0,1,0,11,0,0,700,605,Moderate
238,5,5 - Minimum Disclosure,60,4,24,TRUE,2,11.333816666666667,0,18,66.66666666666667,2.6469459390702452,1.5881675634421473,1.0587783756280982,2.4722222222222223,2.625,2.1666666666666665,5,17,3,2,0.24768518518518517,0.6,0.8823529411764706,0.8181818181818181,0.47368421052631576,0.7142857142857143,26,1,1,0,12,0,0,0,1221,Masked
277,1,1 - Full Disclosure with no intervention,66.66666666666667,6,26,TRUE,3,8.61655,0,20,72.22222222222223,3.4816718988458257,2.3211145992305506,1.1605572996152753,1.8055555555555556,1.8461538461538463,1.7,0,2,3,6,0.25385802469135804,0.6666666666666666,0.8235294117647058,0.7999999999999999,0.631578947368421,0.7368421052631577,26,1,1,0,13,0,1,2235,0,Baseline
225,3,3 - Selective Disclosure,86.66666666666667,7,32,TRUE,1,20.268383333333333,0,26,88.88888888888889,1.4801377843817507,1.2827860797975172,0.19735170458423343,2.2222222222222223,2.28125,1.75,0,10,1,1,0.22222222222222224,0.8823529411764706,0.8823529411764706,0.8947368421052632,0.8947368421052632,0.8823529411764706,25,1,0,0,48,0,0,679,589,Moderate
77,1,1 - Full Disclosure with no intervention,86.66666666666667,2,32,TRUE,3,7.422066666666667,0,26,88.88888888888889,4.042000880257969,3.5030674295569066,0.5389334507010626,2.6666666666666665,2.65625,2.75,3,21,0,0,0.25,0.8823529411764706,0.8823529411764706,0.8947368421052632,0.8947368421052632,0.8823529411764706,22,1,1,1,275,1,0,2253,0,Baseline
267,1,1 - Full Disclosure with no intervention,76.66666666666667,8,29,TRUE,3,6.9342,0,23,80.55555555555556,4.326382279138185,3.3168930806726085,1.0094891984655765,2.9166666666666665,2.9655172413793105,2.7142857142857144,5,28,0,0,0.28935185185185186,0.7499999999999999,0.8823529411764706,0.875,0.7368421052631579,0.8108108108108106,20,0,0,1,240,0,0,2227,0,Baseline
1142,4,4 - Partial Disclosure,83.33333333333333,9,31,FALSE,6,11.134283333333334,0,25,86.11111111111111,2.6943808686983295,2.245317390581941,0.44906347811638825,2.6666666666666665,2.6774193548387095,2.6,3,21,0,0,0.25,0.7999999999999999,0.9411764705882353,0.9375,0.7894736842105263,0.8648648648648647,23,0,1,0,24,0,0,164,1111,Low
167,3,3 - Selective Disclosure,80,8,30,FALSE,5,16.34835,0,24,83.33333333333333,1.8350475736083458,1.4680380588866766,0.36700951472166915,2.2777777777777777,2.3333333333333335,2,0,11,0,1,0.25,0.8235294117647058,0.8235294117647058,0.8421052631578947,0.8421052631578947,0.8235294117647058,30,0,1,0,3,0,1,700,605,Moderate
247,5,5 - Minimum Disclosure,80,9,29,TRUE,2,11.195633333333333,1,24,80.55555555555556,2.6796161598718546,2.143692927897484,0.535923231974371,2.138888888888889,2.310344827586207,1.4285714285714286,0,11,4,2,0.25848765432098764,0.7499999999999999,0.8823529411764706,0.875,0.7368421052631579,0.8108108108108106,24,1,1,0,35,0,0,0,1212,Masked
281,5,5 - Minimum Disclosure,60,6,24,TRUE,2,11.885233333333334,0,18,66.66666666666667,2.5241406002406346,1.5144843601443807,1.0096562400962539,1.9444444444444444,2.2083333333333335,1.4166666666666667,1,10,8,5,0.22222222222222224,0.6190476190476191,0.7647058823529411,0.7333333333333333,0.5789473684210527,0.6842105263157895,19,1,0,1,237,1,0,0,1231,Masked
1001,3,3 - Selective Disclosure,90,4,33,TRUE,1,10.282233333333334,0,27,91.66666666666667,2.91765407644902,2.625888668804118,0.29176540764490205,2.3055555555555554,2.3636363636363638,1.6666666666666667,1,19,2,7,0.2770061728395062,0.9375,0.8823529411764706,0.8999999999999999,0.9473684210526315,0.9090909090909091,22,0,1,1,269,1,0,668,607,Moderate
26,5,5 - Minimum Disclosure,70,6,27,TRUE,2,13.68665,0,21,75,2.1919169409607173,1.534341858672502,0.6575750822882152,2.3055555555555554,2.4444444444444446,1.8888888888888888,0,13,1,1,0.23842592592592593,0.6818181818181817,0.8823529411764706,0.8571428571428571,0.631578947368421,0.7692307692307692,27,0,1,0,17,0,1,0,1231,Masked
231,3,3 - Selective Disclosure,86.66666666666667,1,32,TRUE,1,12.39345,0,26,88.88888888888889,2.420633479781659,2.0978823491441045,0.3227511306375545,2.9166666666666665,2.9375,2.75,3,30,0,0,0.2800925925925926,0.8421052631578947,0.9411764705882353,0.9411764705882353,0.8421052631578947,0.8888888888888888,24,1,1,1,293,1,0,679,609,Moderate
58,5,5 - Minimum Disclosure,60,8,23,TRUE,2,10.978983333333334,1,18,63.888888888888886,2.7324934458108596,1.6394960674865158,1.0929973783243438,2.6666666666666665,2.9565217391304346,2.1538461538461537,5,22,3,0,0.2638888888888889,0.5833333333333331,0.8235294117647058,0.7499999999999999,0.47368421052631576,0.6829268292682925,20,0,0,0,50,1,0,0,1253,Masked
61,3,3 - Selective Disclosure,83.33333333333333,4,31,TRUE,1,17.4009,0,25,86.11111111111111,1.7240487560988225,1.4367072967490186,0.28734145934980376,2.5,2.6451612903225805,1.6,0,22,2,2,0.24228395061728394,0.7999999999999999,0.9411764705882353,0.9375,0.7894736842105263,0.8648648648648647,25,1,1,0,13,1,1,668,607,Moderate
284,5,5 - Minimum Disclosure,73.33333333333333,5,28,TRUE,2,8.764783333333334,0,22,77.77777777777777,3.4227885458282863,2.5100449336074098,0.9127436122208763,2.2222222222222223,2.2857142857142856,2,0,8,0,0,0.2191358024691358,0.7142857142857143,0.8823529411764706,0.8666666666666666,0.6842105263157895,0.7894736842105262,21,0,0,1,252,1,0,0,1243,Masked
96,3,3 - Selective Disclosure,90,5,33,TRUE,1,10.9709,0,27,91.66666666666667,2.7345067405591155,2.461056066503204,0.27345067405591156,2.4722222222222223,2.5454545454545454,1.6666666666666667,1,22,2,4,0.25848765432098764,0.8888888888888888,0.9411764705882353,0.9444444444444444,0.8947368421052632,0.9142857142857143,29,1,1,0,30,0,0,691,609,Moderate
41,3,3 - Selective Disclosure,73.33333333333333,1,27,TRUE,1,7.149266666666667,1,22,75,4.196234578837923,3.07723869114781,1.1189958876901127,2.9444444444444446,2.925925925925926,3,9,25,0,0,0.2854938271604938,0.6818181818181817,0.8823529411764706,0.8571428571428571,0.631578947368421,0.7692307692307692,25,1,1,0,19,0,1,679,609,Moderate
143,2,2 - Full Disclosure with intervention,93.33333333333333,7,34,FALSE,5,14.13245,0,28,94.44444444444444,2.1227741828203883,1.9812559039656958,0.14151827885469256,2.6944444444444446,2.764705882352941,1.5,0,26,1,0,0.29398148148148145,0.9411764705882353,0.9411764705882353,0.9473684210526315,0.9473684210526315,0.9411764705882353,19,1,0,0,71,0,0,2202,0,Full
146,4,4 - Partial Disclosure,86.66666666666667,7,32,FALSE,4,8.320316666666667,0,26,88.88888888888889,3.6056319971795943,3.1248810642223153,0.4807509329572793,1.8611111111111112,1.96875,1,0,8,4,9,0.2337962962962963,0.8095238095238096,1,1,0.7894736842105263,0.8947368421052632,20,1,0,1,240,1,0,166,1107,Low
62,5,5 - Minimum Disclosure,76.66666666666667,3,29,FALSE,5,11.982633333333334,0,23,80.55555555555556,2.5036232992747838,1.9194445294440008,0.5841787698307829,2.138888888888889,2.206896551724138,1.8571428571428572,0,11,1,5,0.23070987654320987,0.7272727272727273,0.9411764705882353,0.9285714285714285,0.6842105263157895,0.8205128205128205,27,1,1,0,36,1,0,0,1251,Masked
261,1,1 - Full Disclosure with no intervention,83.33333333333333,10,31,TRUE,3,9.702633333333333,0,25,86.11111111111111,3.09194411139244,2.5766200928270333,0.5153240185654067,2.8333333333333335,2.903225806451613,2.4,3,28,1,0,0.2932098765432099,0.9285714285714285,0.7647058823529411,0.8181818181818181,0.9473684210526315,0.8387096774193549,31,1,1,0,36,0,0,2221,0,Baseline
24,1,1 - Full Disclosure with no intervention,93.33333333333333,4,34,TRUE,3,10.268083333333333,0,28,94.44444444444444,2.9216747689036415,2.726896450976732,0.19477831792690944,2.4166666666666665,2.5,1,0,20,2,3,0.25540123456790126,0.9411764705882353,0.9411764705882353,0.9473684210526315,0.9473684210526315,0.9411764705882353,20,1,0,1,240,1,0,2221,0,Baseline
173,1,1 - Full Disclosure with no intervention,96.66666666666667,3,35,TRUE,3,11.690416666666666,0,29,97.22222222222223,2.5662045122429342,2.4806643618348363,0.0855401504080978,2.7222222222222223,2.742857142857143,2,0,29,0,3,0.2654320987654321,0.9444444444444444,1,1,0.9473684210526315,0.9714285714285714,20,1,0,1,244,1,0,2273,0,Baseline
97,1,1 - Full Disclosure with no intervention,90,3,33,TRUE,3,9.123966666666666,0,27,91.66666666666667,3.2880435775375476,2.959239219783793,0.3288043577537548,2.75,2.8484848484848486,1.6666666666666667,0,29,1,1,0.2785493827160494,0.8888888888888888,0.9411764705882353,0.9444444444444444,0.8947368421052632,0.9142857142857143,24,1,1,0,24,0,1,2273,0,Baseline
126,4,4 - Partial Disclosure,70,8,27,FALSE,4,6.176966666666667,0,21,75,4.856752775094572,3.3997269425662,1.4570258325283714,2.4722222222222223,2.5185185185185186,2.3333333333333335,3,14,0,0,0.25848765432098764,0.7000000000000001,0.8235294117647058,0.8124999999999999,0.6842105263157895,0.7567567567567569,20,1,0,1,144,1,0,173,1139,Low
16,4,4 - Partial Disclosure,76.66666666666667,3,29,FALSE,4,8.416983333333333,0,23,80.55555555555556,3.564222336189332,2.732570457745154,0.8316518784441774,1.9444444444444444,2,1.7142857142857142,0,8,2,8,0.2175925925925926,0.7272727272727273,0.9411764705882353,0.9285714285714285,0.6842105263157895,0.8205128205128205,25,0,1,0,6,0,0,162,1149,Low
17,5,5 - Minimum Disclosure,73.33333333333333,10,28,FALSE,4,9.418133333333333,0,22,77.77777777777777,3.1853445834984995,2.3359193612322326,0.8494252222662665,1.8611111111111112,2.0357142857142856,1.25,0,5,6,4,0.23842592592592593,0.7142857142857143,0.8823529411764706,0.8666666666666666,0.6842105263157895,0.7894736842105262,26,1,1,0,12,0,0,0,1233,Masked
70,1,1 - Full Disclosure with no intervention,90,1,33,TRUE,3,8.524833333333333,0,27,91.66666666666667,3.519130383780719,3.1672173454026473,0.3519130383780719,2.861111111111111,2.909090909090909,2.3333333333333335,1,30,0,0,0.2785493827160494,0.85,1,1,0.8421052631578947,0.9189189189189189,21,0,0,0,35,0,0,2314,0,Baseline
1143,4,4 - Partial Disclosure,80,8,30,FALSE,6,15.841866666666666,0,24,83.33333333333333,1.8937162287272544,1.5149729829818035,0.3787432457454509,2.388888888888889,2.466666666666667,2,1,19,1,5,0.2330246913580247,0.7391304347826088,1,1,0.6842105263157895,0.85,24,1,1,0,23,0,1,173,1139,Low
42,5,5 - Minimum Disclosure,73.33333333333333,3,28,FALSE,4,3.7711333333333332,0,22,77.77777777777777,7.955168207612212,5.833790018915622,2.12137818869659,2.361111111111111,2.4642857142857144,2,3,16,3,3,0.24614197530864199,0.7142857142857143,0.8823529411764706,0.8666666666666666,0.6842105263157895,0.7894736842105262,21,0,0,1,253,1,0,0,1251,Masked
1004,3,3 - Selective Disclosure,83.33333333333333,8,31,TRUE,1,13.2789,0,25,86.11111111111111,2.259223279036667,1.8826860658638893,0.3765372131727779,2.0833333333333335,2.193548387096774,1.4,0,10,3,4,0.23996913580246915,0.7999999999999999,0.9411764705882353,0.9375,0.7894736842105263,0.8648648648648647,22,1,0,0,36,0,0,700,605,Moderate
271,1,1 - Full Disclosure with no intervention,90,10,33,TRUE,3,10.745916666666666,0,27,91.66666666666667,2.7917581096695647,2.512582298702608,0.27917581096695643,2.5277777777777777,2.515151515151515,2.6666666666666665,2,19,0,2,0.27237654320987653,0.9375,0.8823529411764706,0.8999999999999999,0.9473684210526315,0.9090909090909091,20,1,0,0,6,0,0,2221,0,Baseline
39,4,4 - Partial Disclosure,80,5,30,FALSE,4,21.973766666666666,0,24,83.33333333333333,1.365264337930229,1.0922114703441832,0.2730528675860458,2.0555555555555554,2.1333333333333333,1.6666666666666667,0,8,2,4,0.22376543209876543,0.7619047619047619,0.9411764705882353,0.9333333333333333,0.7368421052631579,0.8421052631578947,26,1,1,0,19,1,1,172,1130,Low
505,4,4 - Partial Disclosure,76.66666666666667,9,28,FALSE,6,3.7073,1,23,77.77777777777777,8.092142529603755,6.203975939362879,1.8881665902408762,1.3888888888888888,1.5,1,0,5,8,19,0.21913580246913583,0.7368421052631577,0.8235294117647058,0.8235294117647058,0.7368421052631579,0.7777777777777778,24,1,1,0,2,1,1,164,1111,Low
157,4,4 - Partial Disclosure,63.333333333333336,4,25,FALSE,6,14.222666666666667,0,19,69.44444444444444,2.109309084091122,1.3358957532577107,0.7734133308334115,2.5277777777777777,2.84,1.8181818181818181,2,21,4,0,0.2662037037037037,0.625,0.8823529411764706,0.8333333333333333,0.5263157894736842,0.7317073170731708,25,1,1,0,2,0,1,180,1096,Low
232,3,3 - Selective Disclosure,86.66666666666667,9,32,FALSE,4,8.83365,0,26,88.88888888888889,3.396104667945866,2.9432907122197505,0.45281395572611544,2.8055555555555554,2.8125,2.75,3,28,0,2,0.2800925925925926,0.8421052631578947,0.9411764705882353,0.9411764705882353,0.8421052631578947,0.8888888888888888,24,0,1,0,12,0,1,681,593,Moderate
1020,4,4 - Partial Disclosure,76.66666666666667,3,29,FALSE,4,5.12105,0,23,80.55555555555556,5.858173616738754,4.491266439499712,1.3669071772390426,2.6944444444444446,2.7241379310344827,2.5714285714285716,4,23,0,2,0.2492283950617284,0.7083333333333333,1,1,0.631578947368421,0.8292682926829268,26,1,1,0,36,0,1,162,1149,Low
200,3,3 - Selective Disclosure,80,6,30,TRUE,1,8.57395,0,24,83.33333333333333,3.498970719446696,2.799176575557357,0.6997941438893392,2.0555555555555554,2.2,1.3333333333333333,0,11,4,5,0.23765432098765432,0.7894736842105264,0.8823529411764706,0.8823529411764706,0.7894736842105263,0.8333333333333333,23,1,0,1,279,1,0,679,611,Moderate
131,3,3 - Selective Disclosure,86.66666666666667,8,32,TRUE,1,4.351016666666666,0,26,88.88888888888889,6.894940263003666,5.9756148946031775,0.9193253684004888,2.111111111111111,2.09375,2.25,1,13,0,10,0.23148148148148148,0.8421052631578947,0.9411764705882353,0.9411764705882353,0.8421052631578947,0.8888888888888888,21,1,0,1,196,0,0,700,605,Moderate
278,3,3 - Selective Disclosure,90,7,33,TRUE,1,10.1225,0,27,91.66666666666667,2.9636947394418374,2.6673252654976536,0.2963694739441837,2.9722222222222223,2.9696969696969697,3,3,32,0,0,0.2816358024691358,1,0.8235294117647058,0.8636363636363635,1,0.9032258064516129,23,1,1,0,12,0,1,679,589,Moderate
35,3,3 - Selective Disclosure,76.66666666666667,4,29,TRUE,1,8.932366666666667,0,23,80.55555555555556,3.3585723828324707,2.574905493504894,0.7836668893275764,2.1666666666666665,2.310344827586207,1.5714285714285714,0,15,3,6,0.23148148148148148,0.7499999999999999,0.8823529411764706,0.875,0.7368421052631579,0.8108108108108106,23,1,1,0,60,0,0,668,607,Moderate
228,2,2 - Full Disclosure with intervention,93.33333333333333,2,34,FALSE,5,10.245366666666667,0,28,94.44444444444444,2.9281528886228245,2.7329426960479695,0.19521019257485497,2.3333333333333335,2.3823529411764706,1.5,0,16,1,3,0.25617283950617287,0.9411764705882353,0.9411764705882353,0.9473684210526315,0.9473684210526315,0.9411764705882353,24,1,1,0,21,0,1,2253,0,Full
